filename,instance_idx,tmax,pmax
6-2-168_jpg.rf.6b032dca82aab9d837b0971af905255e,1,0.24150486436614949,0.28360284994838697
6-2-215_jpg.rf.0eac67ac77bbb5c56137aaf26b2a93f7,0,0.009811870853513018,0.03161586394456786
6-2-256_jpg.rf.5d2e7163cda66b3fe488d730c01e1c9f,0,0.10036875172445699,0.09502372150129566
6-2-50_jpg.rf.c76fa5a83f793d90118007b46adfb625,0,0.10273090645706472,0.026223662815724212
6-2-53_jpg.rf.e12c490fa20722b1d65c9a4750700b51,0,0.262766234325576,0.13034202418553234
6-2-53_jpg.rf.e12c490fa20722b1d65c9a4750700b51,1,0.0,0.055429520054664255
6-2-5_jpg.rf.7a6a5887783cfa57c0bc8988d9f7df0a,0,0.05419539126002631,0.016328898345716724
6-2-68_jpg.rf.baa66175a36494d24c16535ecf2e7103,0,0.2779137153895686,0.17388564697281036
6-2-78_jpg.rf.77e6e7448613354a2f105cb051eb7fea,0,0.0684470266307154,0.08584825053861228
6-2-80_jpg.rf.59400b615464026027aba2847f0ba89f,0,0.0004198730895253279,0.03184656576057719
6-2-81_jpg.rf.4be81bdca3f7c3239d100c6027b3c2a6,0,0.21126677121741774,0.04655635231687967
6-2-83_jpg.rf.0f5fd6a18a74cf78a634fd104ce7cf78,0,0.010715059602165953,0.0
7-1-13_jpg.rf.52767ae3702b2a6214d68fe173d45249,0,0.23430161820700163,0.19931467240729683
7-1-18_jpg.rf.c77f9dfe29125b3af4d5e422dc957149,0,0.13042401921673463,0.05563988201757752
7-1-18_jpg.rf.c77f9dfe29125b3af4d5e422dc957149,1,0.12046786212898279,0.11835870151191533
7-1-18_jpg.rf.c77f9dfe29125b3af4d5e422dc957149,2,0.18943682144162818,0.10710360308219528
7-1-21_jpg.rf.1c94341e347a5619d6d533587214a38d,0,0.07538154776618515,0.14194280418000735
7-1-21_jpg.rf.1c94341e347a5619d6d533587214a38d,1,0.04353730668480396,0.13374252161826575
7-1-21_jpg.rf.1c94341e347a5619d6d533587214a38d,2,0.07053886684267892,0.1878872059797561
7-1-32_jpg.rf.5fff691d396ad6fb5af6bb214432862a,0,0.030430758071689035,0.11052768254485863
7-2-100_jpg.rf.14e97388edf5dced857a60f0f736011e,0,0.40218106603550363,0.3770590149987397
7-2-119_jpg.rf.77caec442c086cd5fe9182a61cce5fdf,0,0.10128306961564584,0.0697723142364765
7-2-131_jpg.rf.13aa309e531044bc4f47c900c4699673,0,0.21394366491708663,0.07134582213911497
7-2-30_jpg.rf.72d59d4a4c92c406ee2f1f0f87407bf5,0,0.2891262739452636,0.21646680898434634
