filename,instance_idx,oks,iou,conf,detected
4-2-503_jpg.rf.ebcaf8de8258b444d3d9e5d7b357c203,1,0.7068545950093642,0.9257337557534819,0.8839770555496216,True
4-2-512_jpg.rf.34464444a0f2f524e221424a144fcc57,0,0.9726619332243819,0.9138407950005123,0.9058285355567932,True
4-2-52_jpg.rf.0595dc6a73e75e06119ecda100809979,0,0.9308507851666445,0.8053599818305701,0.8967147469520569,True
4-2-621_jpg.rf.6bcfc3d87d2969efe9602fa6fb2585b9,0,0.878971737682542,0.8791694201940802,0.8354352712631226,True
4-2-680_jpg.rf.82d48eb1b69cfbe8943c261c565856ed,0,0.9759801664359671,0.954612210644101,0.8738124966621399,True
4-2-680_jpg.rf.82d48eb1b69cfbe8943c261c565856ed,1,0.8986503934850556,0.8387679575720488,0.634827196598053,True
4-2-697_jpg.rf.e1209189c673ee2828545d9c81845e8d,0,0.913247887028445,0.7206896551724138,0.8877349495887756,True
5-1-23_jpg.rf.87cde10fd60fd3020e0b832d00fd5f77,0,0.948599092701191,0.7886261720342438,0.6313401460647583,True
5-1-23_jpg.rf.87cde10fd60fd3020e0b832d00fd5f77,1,0.7509864319258327,0.7902595094205475,0.844139039516449,True
5-1-34_jpg.rf.3b115b89f50eec6e691dda60b9444897,0,0.9755512852209383,0.9009396743418693,0.9126702547073364,True
5-1-34_jpg.rf.3b115b89f50eec6e691dda60b9444897,1,0.9555755500969515,0.8939094775212637,0.8862125277519226,True
5-1-48_jpg.rf.da026fbd3e08f9aacf31ba4c14d960bc,0,0.7947862359680918,0.842838769529191,0.5649704933166504,True
5-1-56_jpg.rf.98effce82f19f8ec4add4ffd017bd566,0,0.9106417330392366,0.8714036216564023,0.7548352479934692,True
5-1-66_jpg.rf.066bceb356d31dae9f89ceb02cd642cb,0,0.9500543273162737,0.9022467982330695,0.8875654339790344,True
5-2-106_jpg.rf.7520316c3da889765c091ec48962ce30,0,0.9441131053997366,0.8856534090909091,0.8825966119766235,True
5-2-120_jpg.rf.d06365fdf3c9f3c14026545f0b14bd5d,0,0.9113746183222483,0.9685758747050851,0.8871317505836487,True
5-2-230_jpg.rf.8c8ebff0e0473e1e78995610bf3d0b0d,0,0.6342331543317874,0.9777777777777777,0.8069716095924377,True
5-2-289_jpg.rf.bf8376968169f88acb10523114fc05c4,0,0.8601261378625603,0.8331817452249746,0.8363659381866455,True
5-2-289_jpg.rf.bf8376968169f88acb10523114fc05c4,1,0.9560856342234915,0.8293269230769231,0.8594014644622803,True
5-2-341_jpg.rf.4594c906a1acec3c27cf0614280e121b,0,0.9625843704103664,0.9142045764840806,0.8407754302024841,True
5-2-345_jpg.rf.88fa7fea1037295a257ce12900637d76,0,0.9433049892512347,0.9046783625730994,0.8419833183288574,True
5-2-363_jpg.rf.03ae826aa53fa8c2fd1c20278e8be47d,0,0.6912648954137316,0.9019226346248282,0.739332377910614,True
5-2-369_jpg.rf.b151e27950a3c3b71cb0485f5575ed38,0,0.945891558614956,0.9594845908607864,0.8771881461143494,True
5-2-439_jpg.rf.79429c13ea0a88c32686a94b9b53124e,0,0.9756749393731554,0.9242097701149425,0.8735854029655457,True
5-2-439_jpg.rf.79429c13ea0a88c32686a94b9b53124e,1,0.721462366615806,0.7247370615762405,0.8928369879722595,True
5-2-439_jpg.rf.79429c13ea0a88c32686a94b9b53124e,2,0.8200592797644105,0.7869634340222575,0.8867135643959045,True
5-2-447_jpg.rf.486c99765ac39c3552182837a705d7e6,0,0.9294868546728218,0.8774661827779611,0.8608887195587158,True
